nebula65,1
knoia,1
Elte Hupkes,128
user374191,0
jsuggs,11
k.vidya sagar,1
Janne Pikkarainen,1
Martin Honnen,3
Neil B,1
sanpall,68
acs8,1
Doug Lonngren,2
BenDog,0
JB1,3
Court,1
Nonny,0
psb,6
user213660,3
Aaron Mentele,3
smountcastle,1
Kavan Shaban,1
user126475,3
Anton K,3
tomaz,6
Sfairas,7
Franklin Albricias,1
Lee Roth,1
bizzy,4
user52017,3
apalsson,2
Whozumommy,13
Ed_E,11
Ivan Galinskiy,11
user542833,-1
Paul Wall,7
Marcie,1
jwhite,3
ssjeet,2
zxy,0
King Conch,1
linqq,2
Pirkka Rannikko,1
JastinBall,3
Dave Robinson,0
blarg,0
Marnix v. R.,2
Denis Khitrov,0
"Rajesh Kumar ",1
Imtiaz,0
Terry Simons,0
deeg,0
nbhat,2
Jaybuz,2
02strich,3
Regi,0
l245c4l,9
FossilBit,19
TheUnknownDotNet,7
Jim S,1
ymir,1
basaundi,20
Brendan Waters,3
alokiN,14
miriam,3
Eric Bréchemier,3
Ken Wren,1
John Resig,566
Chouser,17
Rune,3
Scott Alan Miller,2
mooware,4
user450950,2
Dontel Newton,3
Genghis Khan,3
Paul Samchuk,0
Choice,0
Russell Schutte,3
crazy coder,-1
user377414,0
Roland Frank,0
Nuno Ramiro,14
kentwait,4
chamantha,2
grimgav,2
RobGThai,4
nplatis,0
i13m,1
Jared Hales,2
ricardohead,0
JimmyP,1
Bryan S.,4
user212989,0
user245400,1
user248356,1
tseno tanev - цено танев,2
user107924,2
msftwise,0
sksizer,1
Manjot,14
Mitch Labrador,3
Sharpie,27
Joshua Galecki,1
ptyx,0
mahalie,1
devbanana,4
Gabe Brown,5
Entvex,0
jlembke,13
Gary Stanton,2
afeldspar,4
user46028,2
aseigo,2
dstr,3
YudhiWidyatama,3
Mike Buss,3
martinnitram,1
adam shankman,21
Uri May,0
Shay Green,2
Applekid,8
Attendant,3
fstonedahl,-1
David Stinemetze,3
cocoafanguy,0
Jason Rousell,7
andeersg,0
kadourah,0
Jared M,12
pdhoolia,0
Cheng Ye,-2
user362515,2
omer c,3
Daniel Corsi,1
Michael Schwarz,3
user288771,0
Elaine,3
Jason Braswell,13
fish2000,2
Kristoffer Lindvall,1
Alex Snet,3
James Murphy,2
Ryan Castillo,2
Scott K,3
Jason Duffett,1
BetterWalk,11
HonoredMule,1
Michael Riley - AKA Gunny,1
paragpatel,2
Rony Rozen,2
BitController,1
manuel aldana,4
Thura,2
Rob625,0
Matthew FL,5
user146498,0
nacho4d,4
user159737,1
Webdevbytes,1
user73993,2
axus,1
Josh Fraser,8
Orr Siloni,4
Sean Vieira,10
Matthew Maravillas,17
WillyCornbread,1
Dan Keen,1
Jens-Martin,2
Niko,3
Martin Randall,3
user520946,0
Alexandre Araujo Moreira,2
Clay Mitchell,2
mos,0
ikbal,1
Gallal,2
doull,0
brian blocker,1
Luis Javier Garrido Palomares,0
ivotron,2
Fraxtil,1
O Surya Kiran,0
Christopher Moore,0
julianvdb,20
SNBR,1
rlivsey,2
northTiger,2
Volker Rose,7
user347744,1
fahhean,2
user381862,2
user244775,4
Rob Etmanski,1
zaphod23,0
DaGGeRRz,11
user275266,0
user285096,1
erinql,7
Ariel H. Pillet,3
kaz3t,3
BojanG,3
user236239,9
Joe Clancy,43
anddoutoi,7
raphaëλ,3
cutwithflourish,1
N. Aff,4
Eldad,1
surtyaar,43
user15546,14
Lyndon,9
John Smelty,36
Dave Mateer,4
sixtowns,7
Brian C,3
dimarzio,3
Kitatuba,7
bigmander,1
user546459,1
mrduguo,1
Serdar Demir,0
Mansur Ashraf,8
Michel P. Weber,0
user488566,0
Umair Khan Jadoon,1
exception01,0
user511038,1
S. P,0
Morin,0
Jonathan Lund,6
Jonathan Antonio,1
oceanhug,9
Ustaman Sangat,1
Sajjad Nasir Imran,0
Gourav C,0
Wendels,1
smooth_smoothie,1
Anirudha,0
FishesCycle,13
constantlearner,0
constant-learner,0
Wolo,3
xlluch,8
DavyMac23,0
Bill Rishsew,0
dafi,3
luis.espinal,2
NumberFour,7
snwr,1
POopMonster,0
techiferous,1
Alexandru Trandafir Catalin,1
mortenee,3
hrnt,6
Jason Tan,3
antage,2
mg007,3
RedFilter,5
Ryan Strauss,2
Szymon Jachim,10
kevintechie,2
EdSG,1
Tom Ferguson,3
Ben Childs,12
marioBonales,1
user10917,1
TonJ,2
mdiezb,5
SchizoDuckie,15
edwinkun,1
Frank Hansen,1
sadheart,0
dwineman,2
Lyla,1
RicMoo,7
DonCroce,1
Kevin Brewer,0
Etienne Marais,1
Thomas John,3
user473973,0
Chookie,1
Ian Nafiri,1
user412501,0
J. J.,7
Milamber,4
Jagoun,2
bea,3
Deepak Joy,1
Austin Schneider,0
Arshya,1
olegz,1
DampeS8N,1
Lakshmish,0
Javaguru,1
Christian South,0
user260277,0
user265314,3
becsystems,1
user286405,3
rykr,4
TTT,1
pirate1911,4
Mirko N.,16
Amit Kotlovski,8
Vitalogy,0
just-a-random-name,3
Michael Mao,3
Salman Haq,2
Marcus Whybrow,3
maxy,1
Topdown,1
Sumedh,0
Jen,2
Pedro Luz,3
dev,6
donnovan9,2
Gilly,0
Jared Russell,14
Mathew Byrne,25
pi.,26
Keith Fitzgerald,12
Rickjaah,2
Rahul Kadam,0
Dachande663,4
Randam,0
Dhruv Mevada,55
bward,14
mrbiguid,0
CCF,2
Alvaro Luis Bustamante,1
Jose Manuel,8
sfcasc,2
Pawel Stolowski,35
mutexkid,1
muskosan,0
Braulio Horta,2
Ka-rocks,1
Ethan T,1
Hotwater,0
Bert Goethals,0
Alan Barker,2
Arasch,2
ajgreyling,117
jerrytouille,0
raphie,17
pieSquared,15
slighter,1
Dave greg,2
user350516,2
tironci,0
user373830,1
user381564,2
zhouji,1
gmsundar,0
Evan Nagle,6
Wayne Carter,23
Calimo,16
KotBerbelot,6
anonyguy,0
javaStudent,7
heycam,5
paramesh,0
Damian Danielczyk,0
Scott Young,0
Locke12,6
kilfour,1
nettroll,0
boytheo,0
Mukul,1
Wojciech Kaczmarek,3
wvdschel,18
Swati,29
Marc Bollinger,3
RichardHowells,4
schotman,0
kidjan,3
McKracken,1
SickNick,3
joaocarlospf,1
edcuzz,0
Nico van Aswegen,1
Robert Stam,11
aaaauser,2
Octavian Damiean,9
dartfrog,4
Alexandre Marini,0
sidhu,3
Skoky,50
Humberto Quintana,0
Biren,1
Michael Manoochehri,3
thenerd,0
Julie Paltrow,3
kirils,0
New Alexandria,0
fdfdsfsdfsdfds,10
cji,9
user283469,2
punkbit,8
BrightChen,0
John McG,2
Barun,2
mshaffer,3
toddsampson,2
Zolka,6
Yohannes Woldemariam,0
Ryan Ransford,6
jrummell,6
hschober,3
iconoplast,3
user36890,5
Nishith,4
LastBlessings,-1
Vinod Puliyadi,4
Philip Mayor,0
skeptic,1
shakerz,11
Jim Wharton,0
intedinmamma,0
mikeeyy,0
bryhoyt,6
SunilRai86,1
sof,1
hr4dish,22
Blowsie,174
qwerty725609,1
bjonathan,2
erisco,3
Dresden2,66
AleGore,1
chrisdornan,3
Stephen Robinson,14
Felipe Alvarez,4
SoftwareGeek,7
user175357,1
22.,0
user211251,1
kaklon,2
MrFronk,4
Kasma,0
GibsoundSG,1
p4553d,3
DEE,3
Philippe GOETZ,0
Keeron,1
davitof,3
Vasi,2
ashish bhatt,4
Sinisa Valentic,1
SvenFinke,2
Michael Rosario,1
Will Gorman,2
Michael OShea,4
Sean McDaid,1
agsamek,8
Andy Gherna,5
cgp,7
GordonHowe,0
user2188559,0
EoneZhang,0
Chris Anstey,0
TheEmpireNeverEnded,0
Patrick Hannon,0
user545838,0
user555746,1
talkingD0G,0
user442520,0
the wolf,5
Aashay Desai,1
Solid Performer,0
user489730,0
Fernando Pinheiro,2
cool2k,3
Juned,3
jhuiting,0
nikoz,11
hlynur,0
Tarek Ahmed,5
Gregory Maxwell,3
Programista,5
Chris Neuss,0
Obinwanne Hill,1
user334291,44
Dave Sims,3
user237356,0
Aaron Solberg,1
ranman,1
Necati,1
Armand,9
Severus,0
Carl Summers,8
Brad Gardner,2
Stagg,5
samoyed,3
helloworlder,1
Brontojoris,5
Andrej B.,2
bruz,3
raytiley,3
CodePartizan,0
Chris Kooken,7
mmatloka,1
Aaron Greenlee,5
Charlie Skilbeck,1
Trimack,3
Binaryrespawn,13
user135295,60
Mike Stone,16
spig,3
mrk,4
samir105,2
DavidPhillipOster,2
Daniel Wang,1
Madison Williams,3
eiphyo,1
Ragadeepthi,0
poerg,4
paulbjensen,1
elsni,1
victorgp,1
Thez,0
en205,2
SeaSharp,0
ajitam,5
Kim Myers,0
Andriy Gluschenko,1
rjsang,15
LG01,2
svarjo,0
dangel,0
alex25,4
Stenner,3
Armando Pérez Marqués,23
dkamins,11
dks12345,1
Petry,1
marshalprince,0
LiveEn,2
Eric Butera,2
drow,1
deadelvis,3
hytparadisee,0
Don Griffes,1
Elliot Foster,2
Pierre Nel,3
Dan Bryant,3
never_had_a_name,10
Jean Vincent,32
mctylr,3
yannis,4
Konrad 'ktoso' Malawski,1
elundmark,6
ixi,5
Le_Coeur,3
jamesmillerio,2
Kalpesh Patel,2
David Lichteblau,22
chills42,5
Harry Tsai,3
David Betts,0
Bascy,0
T.Leavy,4
Frankie Roberto,25
user558610,9
j2d3,15
Paul Annesley,1
Marc-André Weibezahn,3
Feisty Mango,1
dodobird,3
Benj Nunez,0
Davidcologne,74
S14df,1
wdrai,1
Alexandre Quessy,1
user418784,0
gibberish,11
MrRaja13,1
schnesim,0
Alex Blekhman,2
Hamad,5
Glenn Burkhardt,1
user370312,1
Sravanti,0
anurag18294,0
robbrit,13
Paulo Correia,2
Rajesh45,0
skullJ,0
user345039,0
engg,4
Eavesdown,34
Merrimack,4
Jeremy W,2
berve,1
Ronny Bubke,0
Magnus Törnvall,1
Steven McDonald,0
Fady Nabil,0
NickSlash,0
Allen Le,4
sixohsix,23
bkildow,5
Allyn,28
Alan LaMielle,5
caike,4
dmertl,1
Champ,5
Matt Mitchell,6
ctrlShiftBryan,17
husayt,73
Colas Nahaboo,3
Sean Hagen,5
ankush,2
Newborn,2
Zorayr,0
user803905,0
Jose Muanis,4
Buki,0
user478150,0
Gail Cosgrove,0
Jo Field,2
Steven Shongrunden,3
Mathias Lykkegaard Lorenzen,2
kslcam,6
sjclark76,4
Matt Mills,1
matt.schechtman,0
riktro,1
Fatema,0
user404781,0
kelvan,5
Joel Grenon,0
ameni,13
Mark Tilton,0
o0alex0o,1
uhsp,-1
llamerr,1
user381191,0
joeynelson,1
ekekakos,1
Pete D,2
haagel,6
ish12,0
willard macay,6
user307666,0
GoJian,4
rui pinheiro,7
shivaspk,0
Jocke,0
acupuncture_boynton,0
stefanz,0
Daniel Dunn,1
Kevin Howerton,1
Hady,4
JupiterP5,0
Runner,3
user121391,0
rajachan,3
Holf,17
Eldila,27
Phil Ross,8
bradheintz,4
wesleycoelho,1
J.Biard,2
user97410,0
genoki,0
dshipper,2
alcoholtech,3
user480622,3
ricaurte,3
Sangappa Paraddi,1
gn66,0
Philiph,0
Glaeken,4
Natti Baron,16
Eren Yagdiran,2
ObsidianX,23
dddd,1
awendt,2
Yoann Chambonnet,0
user348324,1
Tuscan,5
user370677,0
shuitu,4
floogads,2
user434247,7
Mahesh Sharp,1
sgtFloyd,5
Thomas Powell,31
dart,3
user289121,7
Dargos,1
Bambi,1
prajeesh,0
Michael Garrison,5
Sam Figueroa,1
T.H.,1
Ionel,1
Ann Addicks,3
nosleep,0
egoodberry,10
keick,0
Adam Sheehan,12
koumides,3
GateKiller,22
Daniel Miller,0
lluismontero,5
MSIL,4
David Max,6
outsidecontext,2
David McSpadden,0
Dave LeBlanc,0
czx,8
bijanv,4
JDick,1
JennyCB,1
JimBalo,2
Matt Winkler,1
Chandraveer singh,2
klause,0
user432578,1
user439493,0
smashbourne,2
nihilist84,16
dosimple,1
kartheesh,0
Zaharije,1
Martin Siniawski,1
Maxim Ananyev,1
Halász Levente,0
user413318,0
user274792,0
Peck,4
Jack Navarro,0
Java starter,1
aein,1
ramz,1
henrietta,14
M0rph3v5,1
user243655,35
Tomba,2
user248284,4
Ashwin Jayaprakash,8
Hallis,10
mme42,1
Fedearne,4
reema,1
Casual Coder,1
Thomas M.,0
ocharles,6
ryanprayogo,5
alexsome,3
cstawarz,4
emu,128
user119039,1
Paul Sainsbury,7
user26573,1
Alan Heywood,1
user60875,1
Majid Fouladpour,3
gersh,7
Rob Hunter,3
John Gwynn,0
litter,29
amix,7
PhirePhly,20
Leigh,6
Abin,2
Neel Desai,0
renlesterdg,-3
Carlos Balderas,0
DannyKK,0
Marcel Glasa,1
Akarsh Verma,0
Sneimeh,13
Rick O'Shea,-2
user305881,0
dondehooks,1
Deneb Meketa,2
user12384512,3
Michael Olesen,1
arthurprs,7
polygenelubricants,20
SDL Developer,2
user282964,3
vikaskardode,2
rjrjr,2
Maxim Litvinov,3
user210825,0
Albert Mata,1
Ekin Koc,3
sambadamerla,2
cc0,1
eternaleye,3
fsl,1
Wilmar,2
kfedorov,0
JayT,1
Anton Swanevelder,0
Liang Wu,6
mpen,7
jedberg,3
wali,0
audras,3
anisoptera,3
Brad Bell,1
alasdairg,3
Hal,2
user31534,1
Cedric Aube,2
Stobor,14
Jogendra,0
Dheeraj G,2
invariant,0
user2286756,0
user3965343,0
Thomas Leela,0
max111,2
Shane121,2
user427641,2
Jay Sun,4
UBIK LOAD PACK,0
user350332,2
Sowbhagya,0
Clippy,12
William Briand,3
mdubulous,0
Alex Nichol,1
Ivan D,0
Scott Wolchok,2
fern17,1
David Henninger,0
Dan Fergus,0
MB34,4
gwell,3
Splash,2
jamone,6
Fireflight,9
Kyle L,7
Jerry Nixon - MSFT,1
Izmoto,9
Adam Dempsey,7
Tomek Kopczuk,6
Mario Awad,3
jasonmoo,1
Ehva,3
Willem,7
pfeilbr,18
Steve Bargelt,4
Matthias Hryniszak,3
Nathan Bowers,89
A. M.,1
Yaroslav Voytovych,6
ahjohannessen,0
uberdanzik,2
A...,3
user460854,0
Jacob Ballard,0
Vision Technology Service,1
Lance Ewing,15
flinx777,1
user370564,0
Eric.By,1
Christer,0
eldarerathis,15
awake,0
Sudhahar babu,1
androidharry,0
Seeriuss,0
Ashay,0
Peter Ledbrook,3
David Anton,0
Richard Parnaby-King,2
Matt Simpson,3
Gedeon,0
Spice,3
Liuyi Sun,2
Alex G.P.,2
Michael Wexler,7
andrewmcdonough,2
gidmanma,6
David Rogers,6
Southern Hospitality,3
Ivan Manzhos,1
Homebrew,2
Samuel Jack,8
yalestar,14
Imageree,6
Hugo Zapata,2
Tung Nguyen,88
TweeZz,4
Andrei Andrushkevich,1
albandiguer,23
ekemmler,0
rumana,-1
user505210,0
P-L,2
Nico Laemers,2
jose mauricio,1
Tomek Lipski,13
Aikar,1
brijesh shukla,1
CYAD,1
siggivara,1
Munawar Shah Afridi,0
jkff,7
kael,0
Dan Brendstrup,2
"robert mcbean ",0
VolCh,0
Fabio Maulo,1
nickelleon,2
BerwynVB,0
Senad Meškin,0
"Hanuman ",0
omarcin,0
PierreS,6
Abid A,12
raphaelstolt,1
aoj,2
Randy Gonzalez,8
itsaluckyday,0
Stephen DeGrace,1
rdrex,4
PepperBob,0
dmah,2
tavallaie,0
user149621,3
Kr15,0
Rob Thomas,5
shodanex,3
Jason Morrison,2
andreja,3
SeanHill,4
sean riley,2
Ikhalaf,2
migueljuan,4
artjumble,1
joaodavidmateus,1
J22,8
H.A,3
Adam Wróbel,4
Dirk Vranckaert,0
Gunjan,2
Oliver Goossens,25
josika,1
pooky,7
UmairP,0
user229738,0
Peter Bloom,0
tronman,42
Remoh,1
kuaywai,1
prabhudatta sahoo,0
Harry Love,4
Chris Moschini,1
felix0322,4
AlbertasA,2
user218106,0
SteveW,1
Petrogad,2
Azher Iqbal,1
Jaeyoon,1
soField,2
lollancf37,4
tirus,3
user76328,1
Whellow,10
ewh105,0
Kenneth Ballenegger,8
Pauli,9
othercriteria,2
thomasb,4
user19600,0
nkr1pt,3
user72486,3
k1udge,8
user128873,2
user499630,2
skierpage,14
aschepler,3
Masha Ananieva,7
Saurabh Saxena,0
xvladus1,0
markhoward02,9
W.Jackson,0
Jarka,0
Georgian Citizen,4
dotplus,1
Leena,0
Arman_gh,0
Terence O'Brien,0
user341515,0
Breakwhore,0
AvidArcher,5
Ross Cartlidge,1
themisomagos,0
SteamTrout,6
Anantha Kumaran,21
nour02,1
Damian Kemp,2
jsravn,21
user331398,1
Alexey Raga,1
mw_javaguy,4
helb,25
user176840,2
Kyle Fox,9
user200590,0
kejadlen,5
Davide Vosti,2
coffeepac,1
Don Worthley,2
SamBeran,9
Aviad Rozenhek,4
Stelabouras,5
Robin Layfield,2
sbmandav,14
Gabriel Sprenger,0
Mozart Brocchini,0
steven hu,1
michaelday,0
Gerard Brandon,0
emillion,0
thesimpledesigner,0
user422351,0
Kittiphong Chimphalee,0
cyanes,3
Adam Arold,0
grmbl,0
Ranjan Kumar,-3
Abby Sims,2
MikeB123,1
hanumanDev,3
Leticia Meyere,23
FabianAlbrecht,1
jsoo,3
iWalter,0
Guppy,2
Srilesh,5
Rama Iyer,0
Veraa,2
Tad Lamb Jr,0
Rockmaninoff,4
Andreas Hennig,1
dazzler77,0
user273666,2
Mad,6
Pompon,2
David Robinson,2
Veltins,1
Dave.Sol,1
Fabiano Soriani,4
RoliSoft,6
Nathan L Smith,0
kennethmac2000,54
Industrial,5
Bizarre,3
Kozaki,6
user75636,-2
Philip,5
user80498,2
pokeb,3
Charles Williams,2
Ernelli,4
Millhouse,2
Codek,2
Fergal,6
Steve Simitzis,18
Reeds,2
jgardner04,3
user542061,3
djz,1
Waleed Eissa,6
tandoan,1
Or Shaled Chubook,0
Hiper,0
WillWhite123,0
hillin,2
kenden,1
rihanna,1
arviarya,0
Gerardo Pacheco,-3
mariaz,0
B27,1
certifiedNoob,6
user486931,0
G3D,2
feed the fire,1
calypso,1
Who Cares,2
baobab,0
puchu,4
Tom Thomson,0
JDMX,1
jamstooks,7
marcusklaas,1
user319072,0
iTom,1
Volodymyr M. Lisivka,2
Jelle Fresen,10
Zinoo,3
user244020,0
Beep beep,6
gvtools,2
Rich Blumer,2
user100046,8
David J.,13
srv,1
Cristi Todoran,3
Francisco Noriega,4
omar,9
user10261,5
user21241,12
dincerm,10
David Mills,3
Matt Shaw,3
anssias,1
Manas Kole,2
user467258,3
Ian Routledge,0
Ramiz,2
mybes67t,0
CMR,3
user536542,0
tylerthemiler,4
samrockon,4
Bill Hsu,1
Matt Weber,0
ErAB,2
Grant Galitz,1
sdkfasldf,6
lauren meyers,1
Mikhail Chernykh,2
ignorant,0
Ebith,5
tcbrazil,15
Magne Land,11
TomLongridge,8
Mandar Khole,3
kkpattern,4
Marcin Zajączkowski,0
Ben Ruijl,8
user231967,2
Kache,8
Patrick van Marsbergen,1
Jeff Caulfield,1
Peter Mark Ellis,-5
user282107,1
Dmitry Gladkov,3
A.N.M. Saiful Islam,5
FBSC,2
Marcin Augustyniak,62
iliyan,0
Fahim Akhter,0
Jev,3
MemphiZ,1
Leo Alekseyev,14
Don-Duong Quach,27
ZZ Coder,5
code_burgar,3
dewde,3
trebormf,40
Bless Yahu,2
b1tsn4ck,1
WiseTechi,11
droseman,3
rthakrar,0
Eamonn Fallon,3
Greg Meach,17
Di Wu,1
ashayk,162
skramki,1
eltonic40,0
blash,0
Simon RC,12
user444300,0
mrdaliri,0
user514348,0
user527355,1
JesusFreke,10
pdonnelly,2
CiaraM,17
user351532,0
CRodrigo,0
airplaneman19,5
JBenson,1
Naruji,1
Mark Schmit,3
DocKimbel,2
James Lee,4
OxUlsen,4
Nour Sabouny,4
Veeneet,0
Gunblade,4
OOO,1
FosterZ,1
chris.o.,1
jamesatha,3
Larry Lustig,2
Adoro Media,-1
Abdul,2
Peter Verhas,0
code43,1
Tsion,5
Gal Shadeck,4
Uwe Mesecke,9
Matt Lynch,6
Nick Dandoulakis,4
Adi Shavit,6
Daniel Bleisteiner,2
Noel,3
Taylor Price,2
Tim Lesher,18
brmore,3
codeclash,3
Enki,4
somanys21,3
user486442,2
Mads Cortz Jørgensen,0
Sushman,3
fakegeek,3
D. W.,3
rot,1
Apathor,0
HelloWorldy,72
Oleg Kovalov,1
Tim McGraw,2
Dilshan,3
Apples,1
Birkoff,0
Baradrist,2
Nedloh,3
comb,1
burningstar4,1
CodeName47,0
jjfait,0
mvcNoob,3
user301890,0
RIA Developer,0
Romain Piel,3
I2008,0
Julio C. L. dos Santos,1
Samuel Jamieson,1
Tim Geerts,2
papanito,0
Aki Korhonen,0
Mahela Munasinghe,5
alfredocambera,7
dekko,0
Indra,4
Vsevolod Parfenov,2
josh3736,7
x2a0,3
user16502,3
racurry,2
user19218,25
Silverfish,11
ruquay,2
Sunlight,3
Mitz,0
flowerpower,0
user558185,19
Mark A. Nicolosi,71
atrodo,6
Asif kumbla,1
Coalen,1
joshp1,0
AuxOne,2
user440485,1
bizz,1
Oxford Music Snob,1
K2Joom,0
CodexDraco,0
foz1284,2
Khirok,0
Hans Olav Norheim,1
KZChris,0
Jomana,0
Vie,3
BenTobin,3
Manindra,-1
mikelygee,3
jordenysp,1
DarenMay,1
Aravinth,0
jimmydugs,2
xmr,5
SirrDon,0
paulcm,5
Harlan,20
Fanis,2
plamen,1
Chmouel Boudjnah,5
Terry,3
Jan Soltis,17
JR Boyens,1
Quamis,3
Ryan Steckler,1
Mihai Limbășan,24
riko_marse,1
chrixian,0
xVir,0
AndroidNewb,3
Zomxilla,0
Zeeshan A Zakaria,7
Gnufabio,11
user458082,0
user458580,0
Shikiryu,1
Melovitch,0
Gilad Naaman,3
w0lf,1
stud,2
mm_food,5
Luke Belbina,3
bala singareddy,1
Joshua Slocum,1
Justin Thomas,1
vysogot,1
Justin Sterling,0
taiga,1
Bayes,0
Shameer Salim,0
Juju95,0
Ed Voas,2
sinkfaze,0
Yodan Tauber,6
adaptable,2
renisha,0
user235928,0
ijjo,0
Damodharan R,2
Soumava,21
Ross Hawkins,0
datisdesign,7
nieve,0
user188635,2
Steve Ardis,15
Qpeg,1
miketrash,0
user20620,2
TrentCoder,21
arconaut,3
user90210,1
Suraj Chandran,5
kiri,1
andyhky,3
tomfanning,2
Equistatic,2
Marten Veldthuis,0
Scriptmonkey,1
Tomas Walek,6
kpasgma,8
frjo,1
Jem and the Holograms,1
Alex Russell,2
Yves Dorfsman,0
haiLong,14
tking,1
kent3800,12
Brandon ｼ Renfrow,6
mmahesh,12
Jahir,1
Hai Phan,8
Crowcoder,6
David Lazell,0
Plugger,0
ual,11
bugaboo,4
NateS,6
TallPaul,9
pgh,3
Streets Of Boston,1
Noli Aux,0
Gabriel Parenza,2
Yann Abraham,4
ParisNakitaKejser,4
Mark Buckley,1
Faikus,12
Ben Orozco,6
kazey,5
dawez,2
skargor,1
Robin Jamieson,4
Jagan Veeraraghavan,0
NeatRobot,1
mas90,44
Steve Eisner,3
MattyT,10
user19930,5
user24989,3
Blair Mitchelmore,1
Dave Ray,19
Jon Olav Vik,3
khoailang,1
aaasrt,1
ZenQW,0
apasajja,3
Yevgeniy Treyvus,1
solipps,20
Mitch Grande,1
Andre Lombard,11
Downie,4
Barry Glenn,0
Christian Engel,0
Srikanth Jeeva,2
Eric-Karl,6
eNorm,1
Delvin VanNorman,8
user474329,1
JamesTreanor,0
M2X,2
EverLost,1
bug56,2
user423805,7
Kotis,0
Jobat,0
user317077,7
littlevahn,2
dubreakkk,2
Zeeshan Umar,1
royden,0
kor_,2
user270902,2
Tim Ellison,2
Sunil Gowda,0
Ferdy89,6
user303753,1
user200048,1
Attila Kiss,1
Nick M,10
prissy,-1
user239662,3
JouMaN,2
zohar,3
Eric Schulman,33
shader,2
user138988,0
dannytatom,4
andrekos,7
Farrel,7
Mal Ross,11
mbowcock,0
user10440,1
Mike Curry,4
user39074,1
Maertz,165
Guillaume Gendre,0
Ivano,1
user8172373,0
Adrian M,3
Rajinder Yadav,1
fynn,2
codecreator,3
Michael Snoyman,5
user380065,0
Koteg,2
IAfanasov,0
Andre White,3
Lei Yu,0
user272719,-1
shedside,2
user290030,2
Alехеy,0
Joel Holdsworth,8
Marian Busoi,4
rhh,15
molloy,1
Stephen McDonald,9
Alla,2
tsadok,0
nbari,1
manemawanna,1
op.,2
fash1,1
user232114,0
user234332,2
bkev,2
ezkl,9
Eli_s,3
EKS,3
Chris Watts,6
Hexagon,10
David Dollar,11
Dana the Sane,3
nfootit,2
supermedo,4
Trev,4
Argalatyr,3
alsadk,8
Niro,3
Jack Orjill,1
user441706,3
amazed,1
Russ Sharp,0
user505988,1
user531258,0
heathwaller,1
Jay Ryan,0
e-huebner,0
Injeniero Barsa,1
user409679,6
Steve Rukuts,3
alpha_juno,160
Kjell Magne Fauske,1
KH.,2
Sharon whipple,3
phpmatt,1
user318466,9
Renaud,1
Ivatar,10
Mihailo,2
oribani,39
chrisbtoo,4
NewAutoUser,1
jbatista,4
Frankie,4
Pete Skomoroch,1
user95542,3
dedalo,8
vmj,190
Levente Mészáros,6
user34418,4
David Mathers,1
Aaron Boodman,4
outis,5
Ivan Sokalskiy,0
Abhinav Manchanda,5
user531069,2
ksmakkapawee,1
CandorZ,0
Brian Edwards,5
user474401,15
Auro,5
lambruscoAcido,1
HughBothwell,0
user523228,5
tazboy,0
alphacentauri,3
Anthony Q,-1
SaboteuR,1
jnash,1
bgannon,1
6006604,227
PeEll,2
user358390,2
iMad,2
Puyover,0
Alexander Lee,1
Sayyid,2
user243695,1
Chris K.,3
TarGz,33
markcial,4
planetClaire,2
PythEch,3
jslatts,21
iosdevnyc,2
dschulz,1
JRenney,0
Craig Schwarze,7
Chris W,1
Daniel Svalefelt,7
Erez,1
kdietz,0
ackdesha,10
Gabriel Sinclair,1
NotMe,3
dotmad,2
coppro,19
NeuroSys,0
user45692,2
Bob Mc,5
Jasiufila,0
Javis,1
user433619,4
user438935,2
Tasos Arvanitis,2
mfynf,2
vdmpal,0
fried_rice,-1
leda,2
Ku Jon,995
user404451,3
dingo99,0
LR-TI,2
Eln,2
Szymon Pobiega,3
GMK,2
Tin,10
Freddie Witherden,4
Serji,0
Nauman.Khattak,0
pastylegs,1
Joshua Scott,9
SalvoMaltese,1
neblinc1,3
Alexander Madyankin,2
Cheva,3
CLiown,1
Eyoka,7
VictorB,1
Bradley Dean,0
an_onym,2
FruitBreak,21
Michael Barth,4
Dustin Hotard,1
ahains,1
Andrew H. Hunter,9
Rafael Sierra,1
pwseo,3
Russ960,1
John Ellinwood,7
Pablonete,2
Matthew Purdon,3
Franz,3
Kevin Anderson,2
Michael Groner,2
Clint Ecker,7
user18579,2
Dom,3
Nik Gervae,4
Tim Matthews,5
taraloca,7
NGUYEN Q.Yen,34
Eliakim Cohen,3
user528057,0
Gilbou,1
Mary Wilkinson,0
Dawie,0
user403761,1
Vootsugu,0
ButoJankins,2
mjdevloper,2
BillSchwartzky,2
t0ken,2
Kuiyou Li,0
shu.chen,3
Pankaj D. Gaurshettiwar,1
IllustratedInsomnia,1
helle,4
mykchan,3
Fresher4Flex,1
mvita,1
theprojectabot,0
thewtex,1
davea0511,0
Jill,2
python,0
Robert Tracy,1
Boris Rusev,1
Joel Boehland,65
user266803,14
Beezler,3
Tempname,3
Kristoffer Deinoff,1
awhan,0
Steven Trigg,2
yackub,1
TonyT,2
smaglio81,0
Martin Vseticka,4
Bill Carey,5
Fred Sobotka,2
rajSriStackOverFlow,12
John Allsopp,2
Martin D,7
Dilum Ranatunga,3
William Notowidagdo,1
Stijn Sanders,15
Miniver Cheevy,2
K2Digital,3
Dirk D,14
Theresa,3
harms,16
Jack Hughes,19
yves,8
Tobias Klüpfel,0
Mike H,2
